IsSuccessful,DateOfBirth,AccountCreated,IsCreatedOnline,RequestType,RequestStartDate,RequestStartTime,RequestSubmissionTime,CreatedBy
0,2023-07-05,0,1,Sale,2012-07-19,07:25,11:32,Anonymous
0,1977-01-29,1,1,Rent,2012-07-19,19:53,19:57,DW-BqejNIAfYUaKjdVX-0268@live.com
0,1967-03-07,1,1,Sale,2012-07-19,11:53,14:17,DW-bxecodgIYPm-2256@yahoo.com
1,1965-10-11,1,1,Sale,2012-07-20,10:43,19:25,DW-izkvgXVFQhzlBG-5491@o2.pl
0,1973-08-09,1,1,Rent,2012-07-20,22:11,22:25,DW-GOZBMjkmqxDVcOkJ-6341@interia.pl
1,1971-12-03,1,1,Sale,2012-07-20,10:18,15:20,DW-smXpukntM-3281@mail.com
1,1961-09-16,1,0,Sale,2012-07-20,15:34,16:07,DW-PpqGszQAYGPhAa-9281@yandex.com
0,1967-05-13,1,1,Sale,2012-07-20,06:46,07:24,DW-kKASVpTDJyJqBTY-1112@onet.pl
1,1988-10-19,1,1,Sale,2012-07-21,13:07,21:52,DW-fugCxqiCgazHEk-2137@outlook.com
0,2023-11-02,0,1,Sale,2012-07-21,07:11,21:05,Anonymous
0,2023-01-09,0,1,Rent,2012-07-22,09:57,11:36,Anonymous
0,1980-01-03,1,1,Sale,2012-07-23,12:00,20:48,DW-FNEhupeWZz-8489@outlook.com
1,1988-08-30,1,1,Rent,2012-07-23,17:09,18:58,DW-gzCQDNGIYexVyydn-8800@hotmail.com
0,2023-04-12,0,0,Sale,2012-07-23,06:26,20:33,Anonymous
0,2023-06-05,0,0,Sale,2012-07-23,12:20,19:41,Anonymous
1,1997-04-09,1,1,Rent,2012-07-23,08:16,15:01,DW-IQpPWbXszIj-1527@me.com
0,2024-02-06,0,1,Sale,2012-07-24,14:58,17:49,Anonymous
0,1974-11-24,1,1,Rent,2012-07-25,09:18,16:50,DW-slpWStDbqFGEh-3352@protonmail.com
1,1975-01-14,1,1,Sale,2012-07-26,12:54,16:47,DW-AZFvXxgRlprJCGTW-0455@me.com
0,2024-01-06,0,1,Rent,2012-07-26,16:07,21:48,Anonymous
0,1964-11-25,1,0,Rent,2012-07-26,10:42,13:57,DW-ivOaiLAkORnG-2985@yahoo.com
0,1983-01-06,1,1,Rent,2012-07-27,07:55,20:14,DW-wDqykEvszrkXKWX-3435@wp.pl
0,1989-07-12,1,1,Rent,2012-07-27,18:12,18:20,DW-QrQPNFSXSeY-5873@gmail.com
1,1969-06-19,1,1,Rent,2012-07-27,09:47,14:25,DW-dNkfxkOeSov-6684@zoho.com
1,1994-12-30,1,1,Sale,2012-07-28,08:49,20:12,DW-UqajAUSaXCTNtb-3294@gmail.com
0,1981-07-22,1,1,Sale,2012-07-28,11:18,21:50,DW-idUTyveZVBVM-5852@me.com
0,2002-02-16,1,1,Rent,2012-07-28,16:58,21:50,DW-ZxgOEGaqvKWWFj-2729@mail.com
0,2024-01-31,0,0,Rent,2012-07-28,19:22,21:31,Anonymous
1,1976-11-29,1,1,Sale,2012-07-28,06:36,18:07,DW-hVBxhYizHlFZHlVR-3459@tutanota.com
1,1994-11-19,1,1,Sale,2012-07-29,06:51,13:05,DW-sDAYbJywLyXozS-4120@wp.pl
1,1975-08-01,1,1,Sale,2012-07-29,12:07,17:53,DW-TdvtKuFqTj-8925@gmx.com
1,1994-11-04,1,0,Rent,2012-07-29,08:20,13:24,DW-VJZgqeAybmAoCK-9012@mail.com
0,2002-04-10,1,1,Rent,2012-07-30,09:26,17:18,DW-YkyRdSWpDUXBzs-7068@yandex.com
1,1966-04-21,1,1,Sale,2012-07-31,07:42,22:21,DW-vRLQGCHf-3635@live.com
0,1997-12-04,1,1,Rent,2012-07-31,11:44,15:11,DW-fZxbBLHKgt-1249@live.com
1,2002-09-18,1,1,Rent,2012-07-31,07:39,17:23,DW-HGZNvUKFpGKDeY-3665@o2.pl
0,1973-09-04,1,1,Rent,2012-07-31,07:30,17:47,DW-tarGtSWuVWXTp-3917@icloud.com
0,1965-08-23,1,1,Sale,2012-07-31,21:11,21:25,DW-XVmJyufktIzueyKs-6848@gmail.com
0,1980-03-01,1,1,Sale,2012-08-01,11:29,11:38,DW-kmSQvpBtGhZGUK-3656@o2.pl
1,1971-06-15,1,1,Rent,2012-08-01,06:57,12:07,DW-FrheyMdrJ-6248@me.com
1,2004-08-18,1,1,Sale,2012-08-01,11:29,12:29,DW-ZmcjwNNBXFSeGdMZ-9273@outlook.com
1,1971-05-09,1,1,Rent,2012-08-01,07:49,22:20,DW-PiwyQYfj-7298@tutanota.com
0,1991-03-26,1,1,Rent,2012-08-01,07:30,22:26,DW-aIhqpAPGBX-1583@interia.pl
0,2024-02-08,0,1,Rent,2012-08-02,13:33,21:58,Anonymous
0,2002-06-08,1,1,Sale,2012-08-02,09:53,11:46,DW-HlluLozNG-8503@o2.pl
1,1988-01-22,1,1,Rent,2012-08-03,06:59,14:29,DW-eCrWknMrHVsc-9834@me.com
0,2003-09-11,1,1,Rent,2012-08-03,13:53,13:54,DW-qfKbTczamVpf-0159@gmx.com
0,1992-10-25,1,1,Sale,2012-08-04,09:19,17:00,DW-EeYmklsuIaGLZiK-5808@me.com
0,2023-06-01,0,0,Rent,2012-08-04,16:17,16:52,Anonymous
1,1996-07-18,1,1,Rent,2012-08-05,11:24,14:46,DW-gKoiAByuUtvK-8001@o2.pl
1,1980-08-24,1,0,Rent,2012-08-05,12:38,20:12,DW-RzffCIhXKwDgMID-1594@interia.pl
0,1972-09-07,1,1,Rent,2012-08-05,10:57,11:04,DW-xhxDzJnHFZUPvUy-9980@yahoo.com
1,1979-06-25,1,1,Rent,2012-08-05,11:15,15:38,DW-DcMNRobCQNs-4497@wp.pl
0,1969-05-10,1,1,Sale,2012-08-06,08:47,10:28,DW-aswfcmSUwgTnmraf-3436@gmail.com
0,1972-07-30,1,1,Rent,2012-08-06,12:47,21:12,DW-amxvfcVktyksEg-8697@me.com
0,1988-09-26,1,1,Sale,2012-08-07,08:25,12:56,DW-SPbItxiBawRlq-5695@outlook.com
0,1982-03-21,1,1,Rent,2012-08-07,11:35,21:45,DW-TRcowYQBhRyRDb-6299@op.pl
0,2024-01-31,0,1,Sale,2012-08-08,06:44,17:03,Anonymous
0,1967-05-31,1,0,Sale,2012-08-08,18:10,20:40,DW-vlUdTRjpE-8587@live.com
1,2002-07-12,1,1,Rent,2012-08-08,10:13,12:12,DW-pWMuHopg-8704@inbox.lv
1,1966-09-27,1,1,Sale,2012-08-08,06:27,19:49,DW-tkgndurBXh-7164@gmail.com
1,1973-07-22,1,1,Rent,2012-08-09,16:25,22:06,DW-PbhOUOnsBARw-6147@hotmail.com
0,2023-04-30,0,0,Sale,2012-08-09,10:37,19:13,Anonymous
1,1995-09-05,1,1,Rent,2012-08-09,08:49,12:53,DW-KsapatNXEIjXrpY-0479@inbox.lv
0,1974-12-23,1,1,Rent,2012-08-10,12:46,16:56,DW-aNlQBQIQ-1681@mail.com
0,1986-08-30,1,1,Sale,2012-08-10,11:35,19:29,DW-wUGmrNgiOcDvw-1483@interia.pl
1,1997-02-26,1,1,Rent,2012-08-10,13:18,16:54,DW-PqdDNhnamHgqO-7992@outlook.com
1,1985-05-26,1,1,Sale,2012-08-10,09:54,20:50,DW-nxXVsGPyZTUp-3593@yahoo.com
0,2023-12-05,0,0,Rent,2012-08-10,11:35,14:38,Anonymous
0,1977-03-28,1,0,Rent,2012-08-11,12:56,14:19,DW-ncHQeROBRoTfp-8557@interia.pl
0,1975-07-28,1,1,Sale,2012-08-12,08:38,20:12,DW-LBdtgfCrqmfauY-9790@onet.pl
1,1981-11-01,1,1,Sale,2012-08-12,17:12,17:22,DW-LlsJHACT-3733@outlook.com
0,1984-12-12,1,1,Rent,2012-08-12,07:10,16:07,DW-XvhKlvIBE-3577@icloud.com
1,1972-10-14,1,1,Sale,2012-08-13,16:53,17:37,DW-dQHjFQtuXRQuwBC-7046@me.com
1,1993-09-10,1,1,Sale,2012-08-13,06:31,07:38,DW-bpmWbPbXqqxzsq-7723@yahoo.com
0,2000-03-07,1,1,Sale,2012-08-13,18:51,19:31,DW-CqrgyXrguawWnPo-5177@interia.pl
1,1988-04-06,1,1,Sale,2012-08-14,12:59,17:00,DW-RmVwjkqq-5656@interia.pl
0,2023-10-17,0,1,Rent,2012-08-15,06:55,12:55,Anonymous
0,2023-04-13,0,0,Sale,2012-08-15,07:25,16:09,Anonymous
0,1967-02-28,1,0,Rent,2012-08-16,10:24,14:16,DW-VLJxtGzOiUhcmNm-5416@yandex.com
1,1986-08-06,1,1,Sale,2012-08-16,12:21,16:27,DW-nswrRYTYkLxT-3651@protonmail.com
0,1970-12-13,1,1,Rent,2012-08-17,06:16,10:29,DW-GjpuHhJgiwRiKtG-4165@hotmail.com
0,2023-12-05,0,1,Rent,2012-08-17,14:37,16:49,Anonymous
0,2023-03-14,0,1,Sale,2012-08-17,08:06,11:39,Anonymous
0,1982-05-04,1,1,Rent,2012-08-17,13:40,14:39,DW-nYVXSRXiE-7541@op.pl
0,2023-08-08,0,0,Rent,2012-08-17,10:37,22:12,Anonymous
0,1993-08-29,1,1,Sale,2012-08-18,14:41,21:51,DW-UimuiaujD-6221@op.pl
0,2023-07-05,0,1,Sale,2012-08-19,07:36,13:07,Anonymous
0,1973-07-15,1,1,Sale,2012-08-19,11:38,19:52,DW-kmqDUrxbHqeMuoQD-6183@interia.pl
1,1993-03-21,1,1,Rent,2012-08-19,11:27,20:57,DW-LucWPoEZtTVg-1561@inbox.lv
1,1985-02-10,1,1,Rent,2012-08-19,17:24,21:45,DW-jROIuIIJBSgCmz-9291@interia.pl
1,1988-09-27,1,1,Sale,2012-08-20,20:42,21:58,DW-ikPZCesmqBCHM-3526@yahoo.com
0,1965-09-02,1,0,Sale,2012-08-20,09:48,16:01,DW-CRedxDMehqL-9382@mail.com
1,1998-03-29,1,1,Rent,2012-08-20,10:30,17:54,DW-GDpYlySFhYAMZ-2142@me.com
1,1991-03-26,1,1,Sale,2012-08-20,14:01,21:31,DW-aIhqpAPGBX-1583@interia.pl
0,1990-08-24,1,1,Sale,2012-08-21,13:13,20:18,DW-ZnUZAXehOrNJqL-9394@hotmail.com
0,1998-03-11,1,1,Rent,2012-08-21,06:50,14:28,DW-tuRNsYEBPJEVgFp-0732@tutanota.com
1,1968-05-15,1,1,Sale,2012-08-21,06:33,21:42,DW-BlTVOXVSog-6323@onet.pl
0,1967-03-15,1,1,Rent,2012-08-21,12:29,16:30,DW-qUCBZPvUtklGQEpQ-1835@hotmail.com
0,1997-12-06,1,0,Sale,2012-08-23,06:21,21:28,DW-ROKilxqeNDlS-9467@o2.pl
0,1989-07-15,1,1,Rent,2012-08-25,11:27,15:16,DW-LtdUvQqvvpk-3418@hotmail.com
0,1970-11-12,1,1,Rent,2012-08-25,09:29,17:30,DW-GiEiZAwPhodACY-5071@outlook.com
0,1962-06-17,1,1,Sale,2012-08-26,15:47,21:52,DW-PbAMhZawil-7646@yahoo.com
0,1994-07-02,1,1,Sale,2012-08-26,08:55,15:38,DW-EJiiqkMsLKQwf-6005@me.com
0,2004-11-19,1,1,Sale,2012-08-26,08:34,14:26,DW-YRCjrRGoLvcLIyIO-6676@outlook.com
0,1971-05-05,1,1,Sale,2012-08-27,09:45,20:03,DW-HpbCcARn-8616@hotmail.com
0,2023-01-31,0,1,Sale,2012-08-27,10:47,20:55,Anonymous
0,2023-06-10,0,1,Sale,2012-08-27,10:30,17:17,Anonymous
0,2023-08-26,0,0,Rent,2012-08-28,11:35,15:56,Anonymous
1,1969-04-10,1,1,Sale,2012-08-28,07:41,13:41,DW-niNozmoa-7394@interia.pl
0,1976-02-28,1,1,Sale,2012-08-28,11:10,12:15,DW-uySQnSQqoXT-9198@interia.pl
1,1981-08-30,1,1,Sale,2012-08-28,15:50,18:48,DW-zAOounTYtwKRw-0513@o2.pl
0,2023-06-18,0,1,Sale,2012-08-29,06:41,17:20,Anonymous
0,2023-05-28,0,1,Sale,2012-08-29,12:03,22:29,Anonymous
1,1977-09-21,1,1,Rent,2012-08-30,12:17,20:16,DW-PtXSJvnlmfnjSJJ-0413@outlook.com
0,1969-03-15,1,1,Sale,2012-08-30,14:56,15:35,DW-nvyPbqejqDEHcXy-4804@hotmail.com
1,2002-11-12,1,1,Sale,2012-08-30,18:23,22:20,DW-BGbGTDeU-3949@zoho.com
1,1970-07-27,1,1,Sale,2012-08-30,07:25,20:23,DW-orACCJmCCJIvIgB-8310@icloud.com
0,2023-09-09,0,1,Sale,2012-08-31,08:36,08:57,Anonymous
0,2023-08-06,0,1,Sale,2012-08-31,11:40,20:11,Anonymous
1,1990-08-24,1,0,Rent,2012-08-31,20:33,21:35,DW-ZnUZAXehOrNJqL-9394@hotmail.com
0,2023-02-25,0,1,Sale,2012-08-31,06:40,16:48,Anonymous
0,2023-08-02,0,0,Sale,2012-08-31,11:49,18:07,Anonymous
0,1980-04-03,1,0,Sale,2012-09-01,07:59,12:08,DW-afTrtvrgxEUinmf-6157@icloud.com
0,1962-11-23,1,1,Sale,2012-09-01,08:53,15:02,DW-kGxcQJKGzehW-4212@interia.pl
1,1970-05-15,1,1,Sale,2012-09-01,12:36,18:45,DW-oJuLjrlS-1716@mail.com
1,2000-10-06,1,1,Rent,2012-09-01,06:35,11:13,DW-SxrKnTUVCNksX-5712@live.com
1,2004-06-04,1,1,Rent,2012-09-01,14:00,18:08,DW-SEzMqQebprkJiSs-6935@op.pl
1,1962-05-11,1,1,Sale,2012-09-02,07:53,12:08,DW-daeEMlqHheFxm-0872@gmx.com
0,1979-01-10,1,1,Sale,2012-09-02,14:00,19:10,DW-fDLhRXJAGazoUIKT-0286@interia.pl
0,2023-11-10,0,1,Sale,2012-09-02,08:46,13:33,Anonymous
0,2023-08-07,0,1,Rent,2012-09-03,08:50,10:42,Anonymous
0,2023-11-07,0,1,Sale,2012-09-03,09:51,17:49,Anonymous
1,1987-01-25,1,1,Sale,2012-09-03,18:52,22:11,DW-UCIKrMfdZelzf-6677@live.com
1,1965-04-26,1,1,Rent,2012-09-04,09:29,14:15,DW-ajIcWXNtFIQ-0413@yahoo.com
0,1975-04-15,1,1,Sale,2012-09-04,07:28,18:17,DW-kHiZcYQRUICf-6565@mail.com
1,2000-07-21,1,0,Rent,2012-09-04,16:28,22:04,DW-UgdSRcUZDjiSEb-2099@protonmail.com
1,1995-12-26,1,1,Sale,2012-09-05,09:43,13:57,DW-zMmXhcIKkg-9175@gmx.com
0,2023-06-20,0,0,Sale,2012-09-06,20:05,20:11,Anonymous
1,1961-10-23,1,1,Rent,2012-09-06,09:19,09:41,DW-icChIHAOez-2560@zoho.com
0,2023-09-12,0,1,Sale,2012-09-06,11:32,14:42,Anonymous
0,2023-05-11,0,1,Sale,2012-09-07,19:29,20:36,Anonymous
0,1969-08-05,1,1,Rent,2012-09-07,08:27,16:13,DW-LSLpalNWwMcj-7715@onet.pl
0,2023-04-17,0,0,Sale,2012-09-08,11:25,22:38,Anonymous
1,2003-02-23,1,1,Sale,2012-09-08,08:47,20:56,DW-XAVBFKURaH-8429@yandex.com
1,1966-07-06,1,1,Sale,2012-09-08,09:09,10:56,DW-RIYmPLybQhoDmLNp-9008@protonmail.com
0,2002-07-25,1,0,Sale,2012-09-08,07:08,16:21,DW-dEsPyjVzFFWF-9607@o2.pl
0,1977-09-08,1,1,Sale,2012-09-08,06:52,10:09,DW-yOMascMuikmmPzW-5408@aol.com
0,1976-07-03,1,0,Sale,2012-09-08,07:57,13:20,DW-udlTPNubheNX-9147@onet.pl
0,1999-03-11,1,1,Rent,2012-09-08,08:47,19:23,DW-vxqHCRwCDLFsY-2244@gmx.com
1,1998-11-29,1,1,Sale,2012-09-08,07:54,10:11,DW-BIfyaxnTqhqoEMH-8247@mail.com
1,1994-11-30,1,1,Rent,2012-09-08,20:55,22:51,DW-pRGGiqVPs-8192@hotmail.com
0,1994-06-19,1,1,Rent,2012-09-09,06:57,13:49,DW-ECvfcYJOcmPQ-2899@hotmail.com
1,2000-04-28,1,1,Sale,2012-09-09,08:42,15:18,DW-UaMXlTiWSxqedxFH-4802@zoho.com
0,2023-04-12,0,1,Sale,2012-09-09,10:14,10:15,Anonymous
0,2005-02-08,1,0,Rent,2012-09-10,08:56,16:36,DW-cxAZWseQjw-3253@o2.pl
0,2023-02-26,0,1,Sale,2012-09-10,10:31,13:00,Anonymous
1,1990-01-25,1,1,Rent,2012-09-11,07:10,19:59,DW-aosgIwFwPIRC-9120@yahoo.com
1,1992-09-13,1,1,Sale,2012-09-12,06:19,21:50,DW-TkVqaCagAfpC-0079@zoho.com
0,2023-06-24,0,1,Sale,2012-09-12,14:50,19:41,Anonymous
0,2023-01-21,0,1,Sale,2012-09-13,17:08,19:30,Anonymous
0,1978-02-19,1,1,Rent,2012-09-13,08:07,20:33,DW-pSeTnPhEnnRYch-9393@wp.pl
1,1988-06-14,1,1,Sale,2012-09-13,09:53,21:57,DW-MkiYgEqeexsOjY-6984@aol.com
1,1995-07-19,1,1,Rent,2012-09-15,17:52,20:07,DW-FMlRikAU-6450@mail.com
0,1990-08-20,1,0,Rent,2012-09-15,16:23,20:05,DW-tvOTCdKhqD-2375@hotmail.com
1,2003-10-22,1,1,Sale,2012-09-15,12:36,19:40,DW-YyIRvQdM-7000@op.pl
1,1995-02-03,1,1,Sale,2012-09-15,15:31,18:38,DW-nSQTwjauradRSe-4201@aol.com
0,1997-03-12,1,1,Rent,2012-09-15,09:29,09:31,DW-oGRJnTAZt-5533@live.com
0,2023-12-29,0,1,Rent,2012-09-15,06:33,21:05,Anonymous
1,1982-09-05,1,0,Rent,2012-09-16,12:46,17:50,DW-jRAniVrCg-5876@yandex.com
0,2023-06-04,0,1,Sale,2012-09-16,18:24,20:58,Anonymous
1,1986-05-19,1,1,Sale,2012-09-16,09:09,14:48,DW-lKmKsiuGO-2159@inbox.lv
1,1960-08-09,1,1,Rent,2012-09-16,13:18,14:31,DW-eQgWZkGkIcKBuBgH-3162@op.pl
0,1987-08-28,1,1,Rent,2012-09-16,15:52,17:47,DW-mBWtqgqigf-6570@o2.pl
0,1990-07-12,1,1,Sale,2012-09-17,07:15,14:51,DW-QlRfXxapB-0121@aol.com
1,1962-06-14,1,1,Rent,2012-09-17,11:33,20:15,DW-tyUiaqVRAMWjooD-7434@mail.com
1,1984-09-30,1,0,Sale,2012-09-17,06:40,19:57,DW-VihQwOMFTmZ-7004@onet.pl
0,2023-12-06,0,0,Sale,2012-09-17,10:02,11:51,Anonymous
0,1964-07-27,1,1,Sale,2012-09-18,17:12,18:19,DW-pzNyrWsiWOfalD-5073@icloud.com
0,2004-02-08,1,1,Sale,2012-09-18,11:25,19:25,DW-gjbdpeAwxjGEL-0836@inbox.lv
1,1973-05-08,1,1,Sale,2012-09-18,09:34,19:34,DW-PMUNvVKMZrPtc-7869@interia.pl
0,1968-02-19,1,1,Sale,2012-09-18,10:31,22:08,DW-peTtzUOxA-4598@yandex.com
0,1991-06-14,1,1,Sale,2012-09-19,11:51,21:53,DW-OaqBaMDRUojzhQV-0258@gmail.com
0,1988-03-31,1,1,Sale,2012-09-19,14:08,17:14,DW-FnZkLQDrVmMnVO-2042@icloud.com
1,1994-05-03,1,1,Sale,2012-09-20,14:55,20:32,DW-jNgfCpIbPiYcDvY-3813@interia.pl
1,1992-09-22,1,1,Sale,2012-09-20,19:16,21:03,DW-MwEvlLczPKt-7649@op.pl
0,1967-05-04,1,1,Sale,2012-09-21,19:52,22:16,DW-uTebFGIbffaQvq-7746@outlook.com
0,1992-02-12,1,1,Rent,2012-09-23,08:33,19:18,DW-yPeRFCOrYaCJ-7024@gmx.com
0,1998-06-13,1,1,Sale,2012-09-23,15:28,18:54,DW-OkFpdIEGfTWX-9339@gmx.com
0,1979-01-09,1,1,Rent,2012-09-24,15:31,16:48,DW-TqnjcJMkIWMcN-4263@yandex.com
0,2023-01-24,0,1,Rent,2012-09-24,13:33,13:58,Anonymous
1,1970-04-22,1,1,Rent,2012-09-25,07:25,14:54,DW-rtkvpYXysGMcc-8754@live.com
1,1962-06-18,1,1,Rent,2012-09-25,21:07,22:05,DW-eayGEUwNxf-0101@gmx.com
0,2023-01-06,0,1,Sale,2012-09-25,09:20,15:36,Anonymous
0,2023-12-25,0,0,Sale,2012-09-25,09:20,11:18,Anonymous
0,1986-04-20,1,1,Rent,2012-09-26,12:08,17:41,DW-ntdmtDBYoN-9131@me.com
0,2023-12-30,0,1,Sale,2012-09-26,06:31,13:10,Anonymous
0,2004-01-13,1,1,Sale,2012-09-27,07:02,19:58,DW-SdhuEKtSlvZ-8064@gmx.com
1,1976-04-06,1,1,Rent,2012-09-27,11:56,13:24,DW-UShhXskpu-0776@live.com
0,1982-07-04,1,1,Sale,2012-09-27,08:58,11:53,DW-SqAjReiSprqV-9540@onet.pl
1,1960-11-09,1,1,Rent,2012-09-27,07:52,12:43,DW-myUNqegztp-6286@mail.com
1,1987-02-19,1,1,Rent,2012-09-28,08:41,12:38,DW-iVgjzmlnCKVay-2969@zoho.com
0,1992-02-11,1,1,Rent,2012-09-28,12:49,15:49,DW-wGhvXqZfdb-4988@zoho.com
0,1973-10-26,1,1,Sale,2012-09-29,07:15,18:47,DW-AymCBhqlHPhKkiiw-1031@hotmail.com
0,2024-03-09,0,1,Rent,2012-09-29,13:03,15:44,Anonymous
0,2023-05-11,0,1,Sale,2012-09-30,15:03,17:27,Anonymous
0,1982-12-16,1,1,Rent,2012-10-02,09:18,18:10,DW-rVBLWCgnFQxdTLdi-6172@icloud.com
0,1962-02-15,1,1,Rent,2012-10-02,12:55,13:59,DW-JUzojFFNXF-0319@yandex.com
0,1997-12-06,1,1,Sale,2012-10-03,08:17,18:01,DW-DNLeXZYcEszs-6572@me.com
0,1976-08-20,1,1,Rent,2012-10-03,06:37,15:14,DW-BbPCnZOg-7612@o2.pl
0,1962-09-26,1,0,Rent,2012-10-03,18:01,21:43,DW-tbvVZkqyQdsv-2615@icloud.com
1,1983-10-30,1,1,Sale,2012-10-04,07:47,11:29,DW-olxXtQNAnmXPPZ-1067@aol.com
1,1965-09-12,1,0,Sale,2012-10-05,07:51,13:26,DW-tBUoPaBN-2484@gmail.com
1,1979-07-17,1,1,Rent,2012-10-05,11:57,15:09,DW-FSwccHLynhAxA-5058@mail.com
1,2002-03-18,1,1,Sale,2012-10-05,09:28,16:20,DW-YquISWWKr-4655@mail.com
0,1996-11-13,1,1,Rent,2012-10-05,19:41,20:51,DW-dQcDAWGvyd-2005@yandex.com
1,2001-08-23,1,1,Rent,2012-10-05,08:37,11:12,DW-WtSujRHmMZzfPnwg-9091@live.com
0,1973-10-25,1,1,Sale,2012-10-06,19:04,20:27,DW-RAUFMoQxilMIBmN-9325@wp.pl
0,2023-02-21,0,1,Rent,2012-10-07,10:04,13:54,Anonymous
1,1961-05-11,1,1,Rent,2012-10-07,08:24,08:55,DW-YerluBpXrPeLa-1886@gmx.com
0,2003-07-05,1,1,Sale,2012-10-07,17:28,21:18,DW-qhKZOHasae-8930@hotmail.com
0,1971-08-20,1,1,Rent,2012-10-07,17:45,19:49,DW-SxODwToXUpv-5256@wp.pl
1,1974-09-14,1,1,Rent,2012-10-07,16:53,17:18,DW-NUHysgCru-2937@onet.pl
1,1989-07-01,1,1,Sale,2012-10-08,10:34,12:16,DW-xQqckzMwqXDHatps-3250@wp.pl
0,2003-01-18,1,1,Rent,2012-10-08,06:37,22:26,DW-gNaLEvwEcDPgCH-1936@protonmail.com
1,1993-07-21,1,1,Rent,2012-10-08,15:21,22:00,DW-BIMAnipNKtqplOjg-1058@mail.com
0,2023-09-16,0,1,Sale,2012-10-09,20:41,21:13,Anonymous
1,1975-07-22,1,1,Sale,2012-10-09,08:56,19:08,DW-WZKWWopqIlY-3996@o2.pl
1,1971-03-06,1,1,Sale,2012-10-10,09:26,17:50,DW-fEVeseXMipQwUJ-7598@yandex.com
1,1993-03-21,1,1,Sale,2012-10-10,07:30,10:06,DW-LucWPoEZtTVg-1561@inbox.lv
1,1997-08-13,1,1,Rent,2012-10-10,09:00,18:39,DW-dQtZWrODp-9136@wp.pl
1,1974-08-22,1,0,Sale,2012-10-10,10:22,20:48,DW-pyyJZfDRZWZfY-4563@o2.pl
1,1991-05-08,1,1,Sale,2012-10-10,06:18,10:55,DW-uCiyeyTzWtHiaTD-1654@yahoo.com
1,1970-09-16,1,0,Sale,2012-10-10,20:00,21:58,DW-dtMSzDXTrQmop-0227@outlook.com
1,1980-07-17,1,1,Rent,2012-10-11,07:45,14:42,DW-hxkJUHGuvLcG-7301@gmail.com
1,1973-09-19,1,1,Rent,2012-10-11,07:13,07:37,DW-GQMEVaQO-6156@yandex.com
0,2023-01-14,0,1,Rent,2012-10-11,11:29,22:41,Anonymous
0,1993-07-04,1,1,Rent,2012-10-12,14:24,17:04,DW-zrZXprCLCLuXdZ-1925@outlook.com
1,1968-07-06,1,1,Rent,2012-10-12,10:27,21:00,DW-oVlxSeQftEGSV-8979@protonmail.com
1,1982-09-25,1,1,Rent,2012-10-13,11:08,17:32,DW-SdeZUZWr-8495@inbox.lv
1,1987-12-26,1,1,Rent,2012-10-13,10:48,11:19,DW-WunZGdbPii-3303@hotmail.com
0,1969-10-25,1,1,Sale,2012-10-14,07:03,19:19,DW-laaiedqrAcK-8640@wp.pl
1,1965-05-19,1,0,Sale,2012-10-14,16:30,18:23,DW-DBBRgrKuk-2539@protonmail.com
1,1977-04-06,1,1,Sale,2012-10-15,10:14,17:44,DW-gXHlcfoelq-3843@onet.pl
0,1981-03-06,1,1,Sale,2012-10-15,16:21,18:11,DW-IcuDpiLWKPXkvlF-9806@yandex.com
1,1990-05-13,1,1,Sale,2012-10-15,16:36,17:34,DW-GAGjaZIsYJEmBE-5500@interia.pl
1,1968-07-29,1,0,Rent,2012-10-15,09:22,13:08,DW-RKCADGcOgB-1765@protonmail.com
1,1973-02-20,1,1,Rent,2012-10-16,19:12,21:20,DW-JNIgHsAgeDADLc-3322@interia.pl
0,2023-10-09,0,1,Rent,2012-10-16,19:48,21:01,Anonymous
0,2024-01-19,0,1,Rent,2012-10-16,07:01,09:05,Anonymous
0,2024-01-24,0,1,Rent,2012-10-16,06:35,14:05,Anonymous
0,2023-04-30,0,0,Rent,2012-10-16,14:19,20:21,Anonymous
0,1971-01-19,1,1,Sale,2012-10-16,10:13,14:18,DW-WpAMbxOfZrdbbob-8913@yandex.com
0,1977-03-28,1,1,Sale,2012-10-18,06:46,17:13,DW-ncHQeROBRoTfp-8557@interia.pl
1,1974-05-21,1,1,Sale,2012-10-18,06:45,11:45,DW-JyoRmoVrG-7843@tutanota.com
1,1998-11-29,1,1,Sale,2012-10-19,19:52,21:45,DW-BIfyaxnTqhqoEMH-8247@mail.com
0,2001-12-09,1,1,Sale,2012-10-19,07:06,13:42,DW-cSKFEddjjrR-5753@me.com
0,2023-07-21,0,1,Sale,2012-10-20,10:50,14:02,Anonymous
0,1966-06-18,1,1,Sale,2012-10-20,20:56,21:18,DW-EpLaTpqrYCoSj-5354@tutanota.com
0,1960-06-19,1,1,Rent,2012-10-20,09:18,10:56,DW-MJJWEAmPprB-1439@interia.pl
1,2002-01-29,1,1,Sale,2012-10-21,17:34,22:59,DW-QUmVsYdypyouxi-0475@onet.pl
0,2001-12-19,1,1,Rent,2012-10-21,07:00,08:57,DW-tcaIzVsnCcEUAduc-2194@op.pl
1,1961-02-12,1,1,Sale,2012-10-21,16:31,16:47,DW-pSxRlfqRpbbZcewX-8961@gmail.com
0,2023-05-13,0,1,Sale,2012-10-21,14:59,17:28,Anonymous
0,2023-10-20,0,0,Sale,2012-10-22,16:04,20:55,Anonymous
1,1992-04-12,1,1,Rent,2012-10-22,10:29,21:32,DW-kDiFFyRXurKD-0982@outlook.com
