EstateId,EstateType,Area,NoFloors,MarketType,DecorCondition,FK_Address,FK_OwnedBy
6295,SingleFamily,295,2,Used,InDevelopment,6295,DW-SwNopAvfSr-7570@tutanota.com
6296,Flat,160,1,New,Unfinished,6296,DW-WXAWrnXPIcnQmA-6058@me.com
6297,Flat,112,1,Used,FullyDecorated,6297,DW-xcAMZwCLrTvpaa-2353@gmx.com
6298,Flat,153,1,Old,InDevelopment,6298,DW-mnbekFZjxjdZwWkA-9019@outlook.com
6299,Condo,163,1,New,FullyDecorated,6299,DW-VMmVeTWTx-1260@op.pl
6300,Condo,173,2,Used,Unfinished,6300,DW-pOjfsGzhJqLwqxnv-8380@tutanota.com
6301,Condo,160,1,New,FullyDecorated,6301,DW-RXnuMBfaKhzpBan-2996@me.com
6302,Flat,184,1,Used,FullyDecorated,6302,DW-ODJbmKjmllX-0120@gmail.com
6303,Flat,224,1,New,InDevelopment,6303,DW-HkakynhRcRxh-6815@inbox.lv
6304,SingleFamily,238,2,New,FullyDecorated,6304,DW-GttmZUszTqhle-7651@mail.com
6305,SingleFamily,497,2,Used,BareShell,6305,DW-UuFGngZyh-5168@interia.pl
6306,Condo,161,2,New,Unfinished,6306,DW-HjLoQFvgtK-0987@live.com
6307,Condo,100,1,Old,FullyDecorated,6307,DW-DVrcDmcdOzZnh-7486@icloud.com
6308,SingleFamily,393,2,New,FullyDecorated,6308,DW-jOkwrVQipAiL-0843@hotmail.com
6309,Condo,147,2,Old,Unfinished,6309,DW-PxPCFhpTHrRa-8573@gmail.com
6310,Condo,145,2,Renovated,Unfinished,6310,DW-eHiZRklscOwKt-7014@op.pl
6311,SingleFamily,195,2,Used,InDevelopment,6311,DW-oRZVMLkOLgJQQfce-1705@o2.pl
6312,Flat,159,2,Used,FullyDecorated,6312,DW-rUuMxNih-7097@mail.com
6313,Condo,111,1,Renovated,FullyDecorated,6313,DW-otOhxqtOfPoIFCJZ-3709@hotmail.com
6314,Flat,62,2,Used,FullyDecorated,6314,DW-ODULaCepxae-3054@inbox.lv
6315,Condo,157,1,New,FullyDecorated,6315,DW-wwszoNOdL-6213@outlook.com
6316,Flat,46,1,Used,FullyDecorated,6316,DW-BGOjFgFMY-3852@tutanota.com
6317,SingleFamily,436,1,Used,FullyDecorated,6317,DW-mHDTJWCfqu-4532@icloud.com
6318,Condo,196,2,Used,Unfinished,6318,DW-wIDKAuPRo-7340@outlook.com
6319,Condo,106,1,Used,FullyDecorated,6319,DW-UnRNpTLxcwUxaHA-8405@icloud.com
6320,SingleFamily,121,1,Renovated,Unfinished,6320,DW-VdETSvNnxAPgw-9587@tutanota.com
6321,Condo,190,1,Old,InDevelopment,6321,DW-NjRpofedaYwdnKR-8756@live.com
6322,SingleFamily,103,2,New,Unfinished,6322,DW-tVFTWVhJmWQ-8494@hotmail.com
6323,Flat,155,1,Renovated,InDevelopment,6323,DW-wksGxSOhPjpCno-6051@live.com
6324,Condo,136,1,New,FullyDecorated,6324,DW-wDmjjOzgfTZgnvB-0117@live.com
6325,SingleFamily,80,1,Renovated,FullyDecorated,6325,DW-KbrxqzYlsh-8404@wp.pl
6326,Flat,232,1,New,FullyDecorated,6326,DW-uVodpcCDoa-4745@hotmail.com
6327,Condo,180,2,Old,FullyDecorated,6327,DW-wjCtDVyVxlySiEc-7471@wp.pl
6328,Condo,151,2,New,FullyDecorated,6328,DW-NHACPWuhCO-5587@interia.pl
6329,Condo,187,2,Used,FullyDecorated,6329,DW-NVkDioRXeUzvCS-7995@icloud.com
6330,Flat,188,1,New,FullyDecorated,6330,DW-tgntZhCvfvoBU-8701@protonmail.com
6331,Flat,93,2,Renovated,InDevelopment,6331,DW-OfoVJdLKyPWvIt-1155@me.com
6332,Condo,182,1,Used,BareShell,6332,DW-yvZMDgFkNB-9108@yahoo.com
6333,SingleFamily,378,2,New,FullyDecorated,6333,DW-KweKAMiP-9276@gmx.com
6334,Condo,116,2,Renovated,FullyDecorated,6334,DW-yauwTabgP-9791@gmail.com
6335,Flat,109,1,Used,InDevelopment,6335,DW-WchEeaJjtblPab-0556@live.com
6336,Flat,102,1,Used,FullyDecorated,6336,DW-jqaATHbEwb-2888@aol.com
6337,Flat,244,1,Used,FullyDecorated,6337,DW-rHLNyOokWGTZ-9197@inbox.lv
6338,Condo,195,1,Old,FullyDecorated,6338,DW-zAbQPScDnjS-1903@outlook.com
6339,Condo,186,2,Renovated,FullyDecorated,6339,DW-wTQmrEOpsysVUH-3333@tutanota.com
6340,SingleFamily,105,1,Used,InDevelopment,6340,DW-cSkfpqAXH-0246@tutanota.com
6341,Flat,212,1,Used,BareShell,6341,DW-YerluBpXrPeLa-1886@gmx.com
6342,SingleFamily,420,3,Renovated,BareShell,6342,DW-lhsGYLVTeJ-4939@onet.pl
6343,Condo,132,2,New,BareShell,6343,DW-SQimlVgMZzrS-1277@icloud.com
6344,SingleFamily,359,1,Used,FullyDecorated,6344,DW-KhtopPFBFLnxsb-8363@me.com
6345,Flat,247,1,New,Unfinished,6345,DW-lKDrmGhySfZvdyN-5588@protonmail.com
6346,Flat,224,1,New,FullyDecorated,6346,DW-uobUUhYqIPhfRJ-0502@interia.pl
6347,Flat,129,1,New,FullyDecorated,6347,DW-RKAafdKtXnBb-6286@gmail.com
6348,SingleFamily,371,1,Used,Unfinished,6348,DW-mkTRQDAe-7059@outlook.com
6349,Flat,60,1,New,FullyDecorated,6349,DW-ptvXbJIXy-3862@inbox.lv
6350,SingleFamily,463,2,Used,Unfinished,6350,DW-PdtOHbhyU-6527@aol.com
6351,SingleFamily,214,1,Old,InDevelopment,6351,DW-nzIQfkICQPwuTLMV-9891@gmx.com
6352,SingleFamily,355,3,New,FullyDecorated,6352,DW-IQpPWbXszIj-1527@me.com
6353,Flat,190,1,Old,FullyDecorated,6353,DW-ifduRLfkWGexs-4331@o2.pl
6354,Condo,191,2,Used,FullyDecorated,6354,DW-nYVXSRXiE-7541@op.pl
6355,Flat,146,1,New,FullyDecorated,6355,DW-GttmZUszTqhle-7651@mail.com
6356,Condo,171,2,Used,FullyDecorated,6356,DW-YyGqEjpGcIFU-7008@yandex.com
6357,SingleFamily,250,2,Used,InDevelopment,6357,DW-NDcwksLHaaSJ-3829@gmx.com
6358,Flat,135,1,Used,BareShell,6358,DW-PfPcrVuTNhzZPTCs-9497@outlook.com
6359,Flat,34,1,New,BareShell,6359,DW-KUYqaiPh-3553@aol.com
6360,SingleFamily,462,2,Old,Unfinished,6360,DW-PQaqXiZI-2433@gmail.com
6361,Flat,62,2,Used,Unfinished,6361,DW-zirsqleCBY-5189@gmx.com
6362,Flat,209,1,Used,FullyDecorated,6362,DW-vnDLoBBPbAX-6163@yandex.com
6363,Condo,124,2,Old,InDevelopment,6363,DW-cfTkQmDAjMf-3798@icloud.com
6364,Condo,137,1,New,FullyDecorated,6364,DW-XMzSwApzDtFsWTO-6513@mail.com
6365,Condo,197,1,Used,Unfinished,6365,DW-jLCfbOFNCvdI-3023@o2.pl
6366,Flat,72,1,Old,FullyDecorated,6366,DW-FRFZfcIbPzUdCEXE-9019@yandex.com
6367,Flat,178,1,New,InDevelopment,6367,DW-XFvIUFFZnEyB-0567@me.com
6368,Condo,145,2,Used,Unfinished,6368,DW-tuRxPKlfcSjwR-2085@wp.pl
6369,Condo,144,2,Used,FullyDecorated,6369,DW-LXHqgkNSGTX-7254@aol.com
6370,SingleFamily,178,2,Old,InDevelopment,6370,DW-yAfCOIwfdbk-4761@gmx.com
6371,Flat,89,1,New,FullyDecorated,6371,DW-mqxTtzKqpCjB-8105@onet.pl
6372,Condo,174,2,Used,BareShell,6372,DW-FAxtzyZroWIwBBxd-8297@zoho.com
6373,Condo,196,2,Used,Unfinished,6373,DW-nCODRcHK-1016@live.com
6374,Flat,26,2,Renovated,Unfinished,6374,DW-bjSkUtZwKSa-7281@gmx.com
6375,Flat,54,1,Used,FullyDecorated,6375,DW-RjNLEGSVzhQnvG-1300@tutanota.com
6376,Flat,179,1,Used,FullyDecorated,6376,DW-ioXrshOBlKukbOrY-6271@mail.com
6377,Flat,119,1,Used,Unfinished,6377,DW-uDMynaZoEATPvhrP-0292@hotmail.com
6378,Flat,62,1,Used,Unfinished,6378,DW-MnPcntSjRblem-4858@op.pl
6379,Flat,161,1,Used,FullyDecorated,6379,DW-XvEoUWELtb-1900@onet.pl
6380,SingleFamily,434,2,Used,Unfinished,6380,DW-vlUdTRjpE-8587@live.com
6381,Condo,145,2,New,FullyDecorated,6381,DW-NNQPmxsgzRea-4261@op.pl
6382,Condo,176,1,Used,BareShell,6382,DW-tAklGbELcV-9161@inbox.lv
6383,SingleFamily,409,1,New,FullyDecorated,6383,DW-ZhOoBzCbWye-7521@op.pl
6384,Flat,115,1,Used,BareShell,6384,DW-vtoxnYSJgsfqsFYR-1411@icloud.com
6385,Condo,144,2,New,FullyDecorated,6385,DW-IHUUunoevi-4276@wp.pl
6386,Flat,172,1,New,BareShell,6386,DW-HeHGPaFh-0652@mail.com
6387,Flat,68,1,New,FullyDecorated,6387,DW-cYsSKKAFjOVQZbr-5727@tutanota.com
6388,SingleFamily,365,2,Renovated,BareShell,6388,DW-nOPgXyStQKBrXRW-5177@gmx.com
6389,Flat,206,1,New,Unfinished,6389,DW-aNACAEoGmSAUInK-5050@live.com
6390,Flat,99,1,New,FullyDecorated,6390,DW-ywOeSmGELMI-8246@me.com
6391,SingleFamily,240,2,Used,FullyDecorated,6391,DW-qfpAlDks-8539@aol.com
6392,SingleFamily,200,1,Used,FullyDecorated,6392,DW-baapMidmS-9151@hotmail.com
6393,Condo,185,2,New,FullyDecorated,6393,DW-kwICgcmiSIJfYd-4029@yahoo.com
6394,Flat,101,1,Used,FullyDecorated,6394,DW-IhivHjzMUCnak-8335@hotmail.com
6395,SingleFamily,467,3,New,Unfinished,6395,DW-cUHDqAzFGEg-6391@onet.pl
6396,SingleFamily,475,2,New,Unfinished,6396,DW-PccPmTnupYrFDbTY-6849@interia.pl
6397,Flat,112,1,Used,FullyDecorated,6397,DW-YkcpDcenfVTv-6691@me.com
6398,SingleFamily,495,1,Used,Unfinished,6398,DW-NDcwksLHaaSJ-3829@gmx.com
6399,Condo,100,2,Used,FullyDecorated,6399,DW-OyZrtPou-1461@protonmail.com
6400,Condo,151,1,Used,BareShell,6400,DW-vkuttnInNelLFvue-3243@onet.pl
6401,Condo,163,1,Used,FullyDecorated,6401,DW-xOhIlxRZYAqOJ-8061@icloud.com
6402,Condo,112,1,New,Unfinished,6402,DW-NuQdWgURBNl-3724@wp.pl
6403,Flat,210,1,New,FullyDecorated,6403,DW-PakppkegPaTV-4741@protonmail.com
6404,SingleFamily,251,2,Renovated,BareShell,6404,DW-lQaSufPKkvcIkkOw-3492@protonmail.com
6405,Condo,165,1,New,Unfinished,6405,DW-xLZzIvgLH-6460@live.com
6406,SingleFamily,371,2,New,Unfinished,6406,DW-rWNaLYtx-5303@gmx.com
6407,SingleFamily,158,1,New,Unfinished,6407,DW-MNdyCULJ-9819@onet.pl
6408,Condo,120,2,New,FullyDecorated,6408,DW-BtnYrsau-1083@live.com
6409,SingleFamily,342,1,New,Unfinished,6409,DW-VLqGMwTHkKZ-0748@mail.com
6410,Flat,248,1,Used,FullyDecorated,6410,DW-RrIqdNrYN-2030@protonmail.com
6411,Condo,190,2,Old,Unfinished,6411,DW-RjskEnOD-7104@yandex.com
6412,Condo,121,2,Used,FullyDecorated,6412,DW-JqlBxIMKWWvBtpfV-9575@icloud.com
6413,Condo,175,1,New,FullyDecorated,6413,DW-oqCUexSEqmaIarG-4679@hotmail.com
6414,SingleFamily,321,2,Used,BareShell,6414,DW-lUJeVEhsnKbEqio-9307@outlook.com
6415,Condo,113,1,Used,FullyDecorated,6415,DW-zrGJZtPeHuonvQ-0981@live.com
6416,SingleFamily,130,2,Renovated,InDevelopment,6416,DW-DFZtOTpppqxKY-1777@onet.pl
6417,Condo,158,2,Used,FullyDecorated,6417,DW-uxyrZmTS-5019@onet.pl
6418,Flat,197,1,New,FullyDecorated,6418,DW-UfIKHQlSm-5187@hotmail.com
6419,Flat,54,1,New,FullyDecorated,6419,DW-ttXSmhDRSacD-5842@yandex.com
6420,Condo,171,2,Renovated,Unfinished,6420,DW-fHoHUiHe-6497@outlook.com
6421,SingleFamily,410,1,Used,FullyDecorated,6421,DW-lSxmUlxekzNxW-3368@me.com
6422,Flat,134,1,New,Unfinished,6422,DW-BxyCikeyqK-4480@aol.com
6423,Condo,155,1,New,Unfinished,6423,DW-kpIrkKddBnAE-9384@aol.com
6424,Flat,77,1,Renovated,InDevelopment,6424,DW-AfGeVTMUdRu-4618@live.com
6425,Flat,211,1,New,FullyDecorated,6425,DW-GxaoxAVERZOi-8453@onet.pl
6426,Flat,55,1,New,Unfinished,6426,DW-CDWCmPJaMUycPuNe-5121@outlook.com
6427,Condo,161,1,Used,FullyDecorated,6427,DW-aZnYmqTzcZfv-8806@o2.pl
6428,Condo,127,1,Used,FullyDecorated,6428,DW-FyosYiejlcYdwKl-0692@live.com
6429,Flat,23,1,Used,BareShell,6429,DW-xhnJokMy-4135@op.pl
6430,SingleFamily,116,2,New,FullyDecorated,6430,DW-fvfXZqCihcypVjG-1267@live.com
6431,Flat,198,2,Old,FullyDecorated,6431,DW-HAVuPAZkVGky-0420@zoho.com
6432,Condo,128,2,Renovated,BareShell,6432,DW-OiIZMGIMfV-0646@zoho.com
6433,Flat,76,1,Old,FullyDecorated,6433,DW-CrnkUxjLTmhvPl-6571@hotmail.com
6434,Condo,123,2,Used,Unfinished,6434,DW-emPThJoPVKJjrM-7709@tutanota.com
6435,SingleFamily,178,2,Used,FullyDecorated,6435,DW-nZlhZtVoErrvdA-4749@me.com
6436,Condo,175,1,New,FullyDecorated,6436,DW-KffmETnxP-6434@gmail.com
6437,SingleFamily,354,2,Used,FullyDecorated,6437,DW-DjAsrsFBwus-7364@mail.com
6438,Flat,165,1,Used,InDevelopment,6438,DW-zlsLGRqqkQK-3060@interia.pl
6439,SingleFamily,382,2,New,InDevelopment,6439,DW-LkpERIuMH-3433@hotmail.com
6440,SingleFamily,427,2,Used,BareShell,6440,DW-OwgjSMLAeLfqQqST-9108@gmx.com
6441,SingleFamily,215,2,New,Unfinished,6441,DW-PzIQzkUsBoWQJ-9066@gmx.com
6442,Condo,174,2,Used,FullyDecorated,6442,DW-IbLgJDwdwiHHw-2901@me.com
6443,SingleFamily,252,2,Used,FullyDecorated,6443,DW-IRxJNCkujREiy-2731@gmail.com
6444,SingleFamily,149,1,New,FullyDecorated,6444,DW-wAXHrcFlaXrBF-2615@hotmail.com
6445,Flat,80,1,New,Unfinished,6445,DW-RSLptgIesMcBob-0975@gmail.com
6446,Flat,26,1,Used,FullyDecorated,6446,DW-xniSQlEq-6950@gmail.com
6447,SingleFamily,377,2,Used,Unfinished,6447,DW-AWDzdFYORKxsAgE-3764@tutanota.com
6448,Flat,155,1,Old,FullyDecorated,6448,DW-eZlSmdoD-2949@protonmail.com
6449,SingleFamily,90,2,New,FullyDecorated,6449,DW-slpWStDbqFGEh-3352@protonmail.com
6450,SingleFamily,129,2,New,FullyDecorated,6450,DW-xOsbGLnvzo-4384@gmail.com
6451,SingleFamily,127,1,New,FullyDecorated,6451,DW-OEwKzESXlntecBtH-2908@mail.com
6452,Flat,20,1,New,FullyDecorated,6452,DW-udeyXvJncEUigV-6559@icloud.com
6453,SingleFamily,209,2,Used,FullyDecorated,6453,DW-UQsUXyhaNLzsVOAS-8084@o2.pl
6454,Condo,190,2,Used,FullyDecorated,6454,DW-YTNjxIPENMJioB-4480@me.com
6455,Flat,136,1,New,FullyDecorated,6455,DW-YytCMkbDaIpxjvh-1059@yandex.com
6456,SingleFamily,252,2,New,BareShell,6456,DW-yxXSVaBDcmEHGC-6913@icloud.com
6457,Condo,154,2,Used,BareShell,6457,DW-KSZLJuOvABAgtk-6334@icloud.com
6458,Flat,95,1,Used,InDevelopment,6458,DW-xSyGekiYgxxB-6515@tutanota.com
6459,Flat,211,1,New,FullyDecorated,6459,DW-TkxypyHwHbxnnV-9869@outlook.com
6460,SingleFamily,319,2,Used,FullyDecorated,6460,DW-QdpecNnAiHoxiiQU-4424@tutanota.com
6461,Condo,154,2,Renovated,Unfinished,6461,DW-ktxgTNZfEgFcG-1987@me.com
6462,SingleFamily,208,3,Used,FullyDecorated,6462,DW-RoMnTCyKpsON-2295@outlook.com
6463,Condo,110,2,New,FullyDecorated,6463,DW-gTkcOyhtlR-8019@zoho.com
6464,Flat,119,1,New,InDevelopment,6464,DW-dCpvAtsWcPQrQD-7574@protonmail.com
6465,Flat,86,1,New,FullyDecorated,6465,DW-fUdFvbdTvJ-4364@aol.com
6466,Flat,216,1,New,FullyDecorated,6466,DW-GCsRBhai-9513@tutanota.com
6467,Condo,103,2,Used,FullyDecorated,6467,DW-IuYBwVhwUKtrjQ-9447@yahoo.com
6468,Condo,142,2,Renovated,FullyDecorated,6468,DW-bKyZstaxQkiN-1837@yahoo.com
6469,SingleFamily,139,2,Used,InDevelopment,6469,DW-JMOFRmEHE-6535@o2.pl
6470,SingleFamily,347,2,Used,FullyDecorated,6470,DW-PXUGjPVxNiBM-6328@interia.pl
6471,Condo,107,1,Used,FullyDecorated,6471,DW-gtDCARqN-6046@yandex.com
6472,Flat,223,1,New,FullyDecorated,6472,DW-xfeKVDxsPrabU-8410@o2.pl
6473,Condo,175,2,Used,FullyDecorated,6473,DW-joVKAhrF-4823@o2.pl
6474,SingleFamily,108,2,Used,BareShell,6474,DW-CJjEJtwUhXSA-8788@gmx.com
6475,SingleFamily,87,2,Used,BareShell,6475,DW-FrheyMdrJ-6248@me.com
6476,Flat,62,1,New,FullyDecorated,6476,DW-OZOHqnrUiMjaCO-8738@icloud.com
6477,Condo,119,2,Used,Unfinished,6477,DW-KPcgFgWWtiirPn-4047@live.com
6478,SingleFamily,120,1,Used,FullyDecorated,6478,DW-ZIHjhAvoXi-0217@live.com
6479,Flat,129,2,Renovated,FullyDecorated,6479,DW-AGxbuDcteOmzvD-5008@inbox.lv
6480,Condo,183,2,New,FullyDecorated,6480,DW-fwKBMVrhodeYLJWF-3949@aol.com
6481,SingleFamily,125,1,Renovated,FullyDecorated,6481,DW-gKlGxOGNRnOjvH-6353@tutanota.com
6482,Flat,187,1,Used,FullyDecorated,6482,DW-HlluLozNG-8503@o2.pl
6483,SingleFamily,411,2,Old,InDevelopment,6483,DW-qmleihFPXBeRWmG-8307@gmx.com
6484,Condo,123,1,Used,InDevelopment,6484,DW-kqTkbydmo-7602@protonmail.com
6485,SingleFamily,117,2,New,FullyDecorated,6485,DW-FDMuxwFkdcSXx-8037@op.pl
6486,Flat,21,1,Used,FullyDecorated,6486,DW-xJZCwwwgpbcTk-0511@gmail.com
6487,Flat,242,1,Used,FullyDecorated,6487,DW-rAyYpONE-6920@inbox.lv
6488,SingleFamily,203,2,Used,FullyDecorated,6488,DW-vnDLoBBPbAX-6163@yandex.com
6489,Flat,44,1,Used,FullyDecorated,6489,DW-QRbWItyd-3502@icloud.com
6490,SingleFamily,351,2,New,InDevelopment,6490,DW-SwNopAvfSr-7570@tutanota.com
6491,Flat,229,1,Renovated,FullyDecorated,6491,DW-kKASVpTDJyJqBTY-1112@onet.pl
6492,Flat,119,1,Used,Unfinished,6492,DW-PWVyhzVbzs-6334@aol.com
6493,SingleFamily,217,1,New,FullyDecorated,6493,DW-xYTukyZQGFhAc-4882@interia.pl
6494,Flat,196,1,New,FullyDecorated,6494,DW-ythKcILHnfqRe-0599@hotmail.com
6495,Condo,157,2,Used,FullyDecorated,6495,DW-qafwLkiAdK-4949@onet.pl
6496,Condo,194,2,Used,FullyDecorated,6496,DW-UANXLWaF-4004@me.com
6497,Flat,133,1,Used,FullyDecorated,6497,DW-bftwZfBHpvUrBBTe-7773@tutanota.com
6498,SingleFamily,279,2,Used,InDevelopment,6498,DW-XGTETyNCYyyIYfKN-4052@hotmail.com
6499,Condo,158,2,New,FullyDecorated,6499,DW-AymCBhqlHPhKkiiw-1031@hotmail.com
6500,Condo,154,2,Renovated,Unfinished,6500,DW-muwQCoYqhALql-7004@mail.com
6501,Condo,162,1,Old,FullyDecorated,6501,DW-ZEUhLRGhq-8822@zoho.com
6502,SingleFamily,82,2,Renovated,Unfinished,6502,DW-LQQIABMJzcfSqQUR-8757@icloud.com
6503,Flat,151,1,Old,FullyDecorated,6503,DW-wYiFTXoOgzTw-9998@gmail.com
6504,Flat,236,1,New,FullyDecorated,6504,DW-QvJWacEeHXoT-2371@o2.pl
6505,SingleFamily,460,1,Used,FullyDecorated,6505,DW-sQzCeBmoAhKS-0799@yandex.com
6506,SingleFamily,234,1,Used,BareShell,6506,DW-jCOPmjuKHuRtGeKg-5750@yahoo.com
6507,Condo,135,2,Used,FullyDecorated,6507,DW-evVQpNGHyEYxLFJ-8452@live.com
6508,Condo,197,2,New,FullyDecorated,6508,DW-rDpKkODo-0939@inbox.lv
6509,SingleFamily,405,2,New,Unfinished,6509,DW-UgdSRcUZDjiSEb-2099@protonmail.com
6510,Flat,236,1,Renovated,FullyDecorated,6510,DW-mDbojNAAdCKi-3593@aol.com
6511,Flat,104,1,New,FullyDecorated,6511,DW-vcEiHcSBx-6137@wp.pl
6512,Condo,129,1,Used,FullyDecorated,6512,DW-pOKLgRceEPQCMJL-8818@me.com
6513,SingleFamily,93,2,Renovated,FullyDecorated,6513,DW-ZixXCzcOsOHKx-8297@op.pl
6514,Condo,124,1,New,FullyDecorated,6514,DW-okRqbDysFbPrQc-0714@yandex.com
6515,SingleFamily,280,2,Old,FullyDecorated,6515,DW-JmdwnpJgkPXfi-0421@tutanota.com
6516,Flat,197,1,New,FullyDecorated,6516,DW-cugZVREmA-1343@o2.pl
6517,Condo,162,2,Used,FullyDecorated,6517,DW-fGEJXXFEACyrkJ-9005@me.com
6518,Flat,234,1,Used,BareShell,6518,DW-YgCxXEFR-9751@gmx.com
6519,Flat,88,1,New,FullyDecorated,6519,DW-gMOjTovIIdGxzJr-8528@gmail.com
6520,SingleFamily,459,2,Used,BareShell,6520,DW-uKumIWiXxpNO-9715@outlook.com
6521,SingleFamily,177,2,Used,Unfinished,6521,DW-izGllVzDG-6019@onet.pl
6522,Condo,162,2,New,FullyDecorated,6522,DW-bUziZNlIBiL-4934@protonmail.com
6523,Condo,172,2,Used,BareShell,6523,DW-QNrDIPwvSiWsJ-4773@yandex.com
6524,Condo,108,2,Used,Unfinished,6524,DW-xOEeGAkOxVtqivw-3893@icloud.com
6525,Flat,160,1,Used,FullyDecorated,6525,DW-YUWgQPlFvDy-9068@zoho.com
6526,Flat,244,1,Used,InDevelopment,6526,DW-ojBzXGeWk-7162@zoho.com
6527,SingleFamily,491,2,Used,InDevelopment,6527,DW-hoElqNtefMymmU-6683@mail.com
6528,Flat,218,1,Used,Unfinished,6528,DW-vYHjmOVihSag-3716@mail.com
6529,Condo,158,2,New,InDevelopment,6529,DW-BvzhiJBAuB-9412@o2.pl
6530,Flat,35,1,New,Unfinished,6530,DW-MqNuOzGFvY-6048@interia.pl
6531,SingleFamily,190,2,Renovated,BareShell,6531,DW-VucMaLQMVugsvD-7618@op.pl
6532,Condo,103,2,Used,FullyDecorated,6532,DW-UJDbJTYRcT-7783@tutanota.com
6533,Condo,124,2,Renovated,FullyDecorated,6533,DW-lwapaUUBNxKL-4935@inbox.lv
6534,Condo,159,2,Used,FullyDecorated,6534,DW-VHDROvPWabPm-0218@wp.pl
6535,SingleFamily,455,1,Used,Unfinished,6535,DW-aLUNQfmBHVWofKid-3425@outlook.com
6536,Flat,56,1,Used,FullyDecorated,6536,DW-SNPNMzROgABQiz-5475@wp.pl
6537,SingleFamily,168,3,New,Unfinished,6537,DW-naJYxNlTJWJIeNwC-0118@o2.pl
6538,Condo,143,2,Old,FullyDecorated,6538,DW-oIqyZmzGiuObCufu-8896@protonmail.com
6539,Flat,75,1,New,Unfinished,6539,DW-earPSEQIgvZmDVq-1170@mail.com
6540,Condo,118,2,Used,FullyDecorated,6540,DW-JCMsPBZsKg-4637@zoho.com
6541,Flat,150,1,New,FullyDecorated,6541,DW-EXsNtmuSPExBWazo-6285@tutanota.com
6542,Flat,113,1,Used,FullyDecorated,6542,DW-odAEZGZfNhwdQoag-2144@onet.pl
6543,Flat,202,1,Used,BareShell,6543,DW-TUbMlZLdqLZw-6305@onet.pl
6544,Flat,55,2,Used,FullyDecorated,6544,DW-FyDpXyCvu-0096@hotmail.com
6545,SingleFamily,151,2,New,InDevelopment,6545,DW-QVMIYRbgVKIPDs-0854@tutanota.com
6546,Condo,185,2,Used,BareShell,6546,DW-qvzmwRjyuEvglgHi-3716@o2.pl
6547,Flat,91,1,Used,FullyDecorated,6547,DW-ZOQvWhkCN-8003@icloud.com
6548,Condo,178,2,Used,InDevelopment,6548,DW-RSLptgIesMcBob-0975@gmail.com
6549,Flat,87,1,New,BareShell,6549,DW-vxAWSGeTAkSx-9011@mail.com
6550,Flat,120,1,Renovated,InDevelopment,6550,DW-jDsTsEfKKXeceY-7093@me.com
6551,Flat,37,1,Old,FullyDecorated,6551,DW-cMwdtqGsTlLE-4012@outlook.com
6552,Flat,172,1,Old,Unfinished,6552,DW-hSdOvjPvOIx-7380@outlook.com
6553,SingleFamily,188,2,Renovated,InDevelopment,6553,DW-XELnXHeDy-4291@icloud.com
6554,SingleFamily,225,2,Old,FullyDecorated,6554,DW-iVNHPvoJnf-7645@zoho.com
6555,Condo,148,2,New,BareShell,6555,DW-XugNGXmDN-4048@live.com
6556,Flat,96,1,Used,InDevelopment,6556,DW-eYWNXKNVREKCn-5568@tutanota.com
6557,SingleFamily,96,3,Used,Unfinished,6557,DW-cfTkQmDAjMf-3798@icloud.com
6558,SingleFamily,103,3,Old,Unfinished,6558,DW-zxUKjVVviDQglUY-7936@live.com
6559,SingleFamily,195,2,Used,FullyDecorated,6559,DW-EQxNFWroxJt-6619@me.com
6560,SingleFamily,409,2,Used,FullyDecorated,6560,DW-sNuoQwWFCpLT-6416@inbox.lv
6561,Flat,222,1,Renovated,FullyDecorated,6561,DW-rMBdMlwarshR-1756@o2.pl
6562,SingleFamily,208,1,New,FullyDecorated,6562,DW-MtloGOxPHU-6440@yahoo.com
6563,SingleFamily,222,2,Used,Unfinished,6563,DW-ejwZtHKUaRKAJ-6376@gmail.com
6564,Condo,153,2,New,BareShell,6564,DW-vgCtMaiAa-9804@live.com
6565,Condo,131,2,Renovated,Unfinished,6565,DW-LiRaYYWntsz-3500@o2.pl
6566,Condo,187,1,Used,Unfinished,6566,DW-RHZRNwklRNPF-8855@icloud.com
6567,Flat,164,1,Used,FullyDecorated,6567,DW-GmClpvFeJWG-2641@onet.pl
6568,Condo,155,2,Used,FullyDecorated,6568,DW-suVzdgQrbDKc-6425@aol.com
6569,SingleFamily,103,2,New,InDevelopment,6569,DW-upHnibwAXlXgmHR-5199@gmx.com
6570,Flat,92,1,Renovated,InDevelopment,6570,DW-TYFOgciHUMg-2731@yahoo.com
6571,Condo,115,2,Used,FullyDecorated,6571,DW-jTqnYBcT-5752@aol.com
6572,Condo,173,2,New,Unfinished,6572,DW-qtrbqvBbo-1667@zoho.com
6573,SingleFamily,471,2,Old,BareShell,6573,DW-HFUkXhXY-9843@me.com
6574,SingleFamily,311,1,Renovated,FullyDecorated,6574,DW-PHXFZnXn-0378@op.pl
6575,Condo,190,2,New,InDevelopment,6575,DW-PSatGOtU-6519@wp.pl
6576,Flat,34,1,Used,FullyDecorated,6576,DW-XbAksjiUMaTTPB-9060@wp.pl
6577,SingleFamily,253,2,Used,FullyDecorated,6577,DW-lwapaUUBNxKL-4935@inbox.lv
6578,Condo,194,1,Old,BareShell,6578,DW-BbILVDvNzbLypJN-7937@yahoo.com
