RequestId,AskingPrice,BuyRent,isAgentAssigned,isMadeOnline,CreatedAt,FK_Estate,FK_CreatedBy
7414,16256,Rent,0,1,2012-06-29 00:00,7414,DW-CtfZSvgfNyoc-9563@wp.pl
7415,2698854,Buy,0,0,2012-06-29 00:00,7415,DW-FSwccHLynhAxA-5058@mail.com
7416,803635,Buy,1,1,2012-06-29 00:00,7416,DW-aKDEIPiEQjApVmyx-9181@gmail.com
7417,1380881,Buy,0,1,2012-06-29 00:00,7417,DW-zkBPtVWSFjQDz-1744@zoho.com
7418,2319554,Buy,0,1,2012-06-30 12:57,7418,DW-ABCfzhsqSCjt-7969@protonmail.com
7419,10420,Rent,0,1,2012-06-30 07:24,7419,DW-XolPioCoKhss-3882@interia.pl
7420,3105252,Buy,0,0,2012-06-30 00:00,7420,DW-yXdfwOrlWW-4477@tutanota.com
7421,4510075,Buy,0,1,2012-06-30 00:00,7421,DW-IGPKxeWxsEyh-1963@wp.pl
7422,4337172,Buy,0,1,2012-06-30 13:25,7422,DW-mjmJLSlz-6703@tutanota.com
7423,2941063,Buy,0,1,2012-06-30 00:00,7423,DW-osGtFDzcAQ-1968@gmx.com
7424,9821,Rent,0,1,2012-06-30 00:00,7424,DW-EAIXTBqXaBCpIvcC-8715@tutanota.com
7425,6528117,Buy,0,0,2012-06-30 14:20,7425,DW-oZVNyMnv-4042@aol.com
7426,1732181,Buy,0,0,2012-06-30 00:00,7426,DW-SmDRzPeq-0054@hotmail.com
7427,32848,Rent,0,1,2012-07-01 00:00,7427,DW-qwmkkfcet-4386@o2.pl
7428,17428,Rent,0,1,2012-07-01 00:00,7428,DW-NqbsITdyRNFsO-2921@zoho.com
7429,6802,Rent,1,1,2012-07-01 17:21,7429,DW-QwuXBXtkZSEdxvul-1196@tutanota.com
7430,489854,Buy,0,1,2012-07-01 00:00,7430,DW-LeVsitEgPpxjRoJ-1362@me.com
7431,798852,Buy,0,1,2012-07-01 00:00,7431,DW-UbbancVUGwwzyqs-0011@icloud.com
7432,7953,Rent,1,1,2012-07-01 09:36,7432,DW-TdvtKuFqTj-8925@gmx.com
7433,8611992,Buy,1,1,2012-07-01 00:00,7433,DW-SRNliCnwHfdGdK-9722@interia.pl
7434,3825,Rent,0,1,2012-07-01 00:00,7434,DW-BGbGTDeU-3949@zoho.com
7435,260396,Buy,0,1,2012-07-01 00:00,7435,DW-UzWqHIdIqP-1288@interia.pl
7436,1080777,Buy,0,1,2012-07-01 00:00,7436,DW-QWRfGfaL-7299@outlook.com
7437,254733,Buy,0,1,2012-07-02 00:00,7437,DW-SjABGpvZa-8364@mail.com
7438,1545043,Buy,0,1,2012-07-02 00:00,7438,DW-olxXtQNAnmXPPZ-1067@aol.com
7439,3130806,Buy,0,1,2012-07-02 00:00,7439,DW-ySIMfQdjewLBFnZN-7731@gmx.com
7440,12693,Rent,0,1,2012-07-02 16:12,7440,DW-tmScplJmDrlS-3135@wp.pl
7441,1224125,Buy,0,1,2012-07-02 09:05,7441,DW-latPmWuQkerIj-5400@wp.pl
7442,22626,Rent,1,1,2012-07-02 11:21,7442,DW-bflMOkZvKaQ-6275@protonmail.com
7443,7767,Rent,0,1,2012-07-02 00:00,7443,DW-yDGxyvCDbH-3425@gmail.com
7444,19157,Rent,0,1,2012-07-02 00:00,7444,DW-nHlSJNDXi-1390@onet.pl
7445,17389,Rent,0,1,2012-07-02 00:00,7445,DW-qIvTlZSEoEtpLi-2648@yahoo.com
7446,1571834,Buy,0,1,2012-07-02 00:00,7446,DW-zDHGDnJYvb-3064@tutanota.com
7447,16136,Rent,0,1,2012-07-03 13:18,7447,DW-YeoDfLeILMcZ-4285@gmx.com
7448,1744148,Buy,0,1,2012-07-03 06:58,7448,DW-mXcUIfpdDk-8976@interia.pl
7449,7826,Rent,0,1,2012-07-03 06:33,7449,DW-uytySyXgdueb-4885@op.pl
7450,346642,Buy,0,1,2012-07-03 00:00,7450,DW-DRkDrDnual-9972@o2.pl
7451,43105,Rent,1,1,2012-07-03 00:00,7451,DW-UUgpHCeXnRRU-1966@yandex.com
7452,15360,Rent,0,1,2012-07-03 00:00,7452,DW-PqdDNhnamHgqO-7992@outlook.com
7453,19471,Rent,0,0,2012-07-03 00:00,7453,DW-qbstKyTVnf-2963@interia.pl
7454,11985,Rent,0,1,2012-07-03 14:47,7454,DW-qOXNAtfBNrUKabGt-1825@gmx.com
7455,18018,Rent,0,1,2012-07-03 10:20,7455,DW-LVmqjcFDR-2782@icloud.com
7456,1958722,Buy,0,1,2012-07-03 00:00,7456,DW-tNCOutIEJgtb-4080@inbox.lv
7457,25105,Rent,0,1,2012-07-04 00:00,7457,DW-IFMAOQGkITnK-5744@gmx.com
7458,3887,Rent,0,1,2012-07-04 00:00,7458,DW-WvAtYaYrtjRhqxd-4735@inbox.lv
7459,14900,Rent,0,1,2012-07-04 00:00,7459,DW-YlJweXuphoaDZ-7473@inbox.lv
7460,42658,Rent,0,1,2012-07-04 00:00,7460,DW-iBtOfloX-6085@yandex.com
7461,14536,Rent,0,0,2012-07-04 00:00,7461,DW-yossypOMTEN-7175@icloud.com
7462,7217617,Buy,0,1,2012-07-04 00:00,7462,DW-OxPdoffYlfPz-2817@wp.pl
7463,27087,Rent,0,1,2012-07-04 09:08,7463,DW-PbhOUOnsBARw-6147@hotmail.com
7464,1935058,Buy,0,0,2012-07-04 00:00,7464,DW-QoBQTQfVUiSo-4218@zoho.com
7465,1986647,Buy,1,1,2012-07-04 00:00,7465,DW-xlXbHOjnoVvSh-5332@interia.pl
7466,32628,Rent,0,1,2012-07-04 00:00,7466,DW-BYsOIACa-0717@mail.com
7467,10780,Rent,0,1,2012-07-04 15:16,7467,DW-DrazACYJWeBpig-2556@outlook.com
7468,9209498,Buy,1,0,2012-07-04 00:00,7468,DW-kGHZxtONIBOzVqYN-1718@yahoo.com
7469,24075,Rent,0,1,2012-07-04 00:00,7469,DW-ptMRSYQurI-1388@mail.com
7470,1845,Rent,1,1,2012-07-05 00:00,7470,DW-xSyGekiYgxxB-6515@tutanota.com
7471,1778208,Buy,0,1,2012-07-05 00:00,7471,DW-aEPFVUmLwbjKj-4915@mail.com
7472,19403,Rent,1,1,2012-07-05 00:00,7472,DW-enzESdWUB-1150@op.pl
7473,16499,Rent,0,0,2012-07-05 00:00,7473,DW-BaxIcruRBv-1903@aol.com
7474,7841,Rent,1,1,2012-07-05 00:00,7474,DW-XgFpEfaXarY-8330@op.pl
7475,8727,Rent,0,1,2012-07-05 00:00,7475,DW-OLkxhmMpIEzc-1542@protonmail.com
7476,21478,Rent,1,1,2012-07-05 00:00,7476,DW-SsLCQjuzKg-2316@interia.pl
7477,6504,Rent,0,1,2012-07-05 20:59,7477,DW-XjWZqzSa-5320@yandex.com
7478,4314294,Buy,0,0,2012-07-05 06:57,7478,DW-TAAnFaZnrWDWT-0689@mail.com
7479,3671,Rent,0,1,2012-07-05 07:10,7479,DW-aNlQBQIQ-1681@mail.com
7480,2288026,Buy,0,1,2012-07-05 00:00,7480,DW-SKLaVqVZG-7958@zoho.com
7481,2755,Rent,0,1,2012-07-05 00:00,7481,DW-CsGTCHZHZpj-9870@o2.pl
7482,27271,Rent,0,1,2012-07-05 07:43,7482,DW-xEmpYrTrONcv-0436@onet.pl
7483,7045378,Buy,0,1,2012-07-06 00:00,7483,DW-iANHIEFf-8778@live.com
7484,1059784,Buy,1,1,2012-07-06 00:00,7484,DW-tAklGbELcV-9161@inbox.lv
7485,713177,Buy,0,1,2012-07-06 00:00,7485,DW-ygtKHNTp-6632@inbox.lv
7486,52597,Buy,0,0,2012-07-06 00:00,7486,DW-mEgrnVyiCcVdu-2795@tutanota.com
7487,801383,Buy,1,1,2012-07-06 00:00,7487,DW-hELjDiGLntjrMCx-8900@o2.pl
7488,16305,Rent,0,1,2012-07-06 13:26,7488,DW-EJVDpohLTiGT-4162@mail.com
7489,1498752,Buy,0,1,2012-07-06 00:00,7489,DW-qGnIarIKFGdBEVyN-8860@hotmail.com
7490,16261,Rent,1,1,2012-07-06 18:47,7490,DW-pXdqaDGrMuUgozRb-3797@aol.com
7491,16399,Rent,0,1,2012-07-06 00:00,7491,DW-gGUUzDQlfS-1737@onet.pl
7492,1689032,Buy,1,1,2012-07-06 00:00,7492,DW-QGNTHSQWiVUgVZh-6015@hotmail.com
7493,2898589,Buy,1,1,2012-07-07 00:00,7493,DW-lnyWEDsIoA-1695@outlook.com
7494,24686,Rent,0,1,2012-07-07 00:00,7494,DW-eFlEprZkySGYiT-3671@onet.pl
7495,2508659,Buy,1,0,2012-07-07 13:01,7495,DW-kqTaodwKqM-0898@aol.com
7496,1387201,Buy,0,1,2012-07-07 15:27,7496,DW-WQaklpLk-5052@mail.com
7497,6279,Rent,0,1,2012-07-07 07:52,7497,DW-DNlRseouyhNsBXvQ-6960@yandex.com
7498,49771,Rent,0,1,2012-07-07 00:00,7498,DW-rbqjYIqdHiiPNm-2097@protonmail.com
7499,9242590,Buy,0,1,2012-07-07 06:40,7499,DW-JgLZsKFg-0246@live.com
7500,7053420,Buy,1,1,2012-07-07 00:00,7500,DW-HvXFPTYBtsOSYbr-0512@inbox.lv
7501,3099254,Buy,1,1,2012-07-07 06:35,7501,DW-yossypOMTEN-7175@icloud.com
7502,19838,Rent,0,1,2012-07-07 00:00,7502,DW-XXcZlGHWmhi-3502@protonmail.com
7503,2169,Rent,0,0,2012-07-07 00:00,7503,DW-JmdwnpJgkPXfi-0421@tutanota.com
7504,18847,Rent,0,1,2012-07-08 12:17,7504,DW-VHKXvDiQgfTddLf-4846@yahoo.com
7505,416029,Buy,0,0,2012-07-08 00:00,7505,DW-hIIqIhLFX-0817@yahoo.com
7506,22382,Rent,0,1,2012-07-08 00:00,7506,DW-mZLCBWdKQ-1757@onet.pl
7507,2449,Rent,0,1,2012-07-08 00:00,7507,DW-vHUIkPtI-7160@zoho.com
7508,5083493,Buy,1,1,2012-07-08 00:00,7508,DW-pLHZrkslUdRDe-6028@aol.com
7509,384609,Buy,0,1,2012-07-08 00:00,7509,DW-OClaOVbWfycvv-2769@yahoo.com
7510,27389,Rent,0,1,2012-07-08 13:02,7510,DW-CnRjNOAjhCXYlf-3191@live.com
7511,551354,Buy,0,0,2012-07-09 00:00,7511,DW-shBNSYPdOnaWHSq-6181@aol.com
7512,1444091,Buy,0,1,2012-07-09 00:00,7512,DW-zMGabrZQ-2632@mail.com
7513,4948099,Buy,0,0,2012-07-09 00:00,7513,DW-BKTQFqPuB-5635@onet.pl
7514,102197,Buy,0,1,2012-07-09 00:00,7514,DW-IHaooMlbJmNF-6523@gmail.com
7515,3637718,Buy,1,1,2012-07-09 00:00,7515,DW-jKCkXjSJQqOtlrto-8163@hotmail.com
7516,3875252,Buy,1,1,2012-07-09 00:00,7516,DW-jGvQilGjvbUJns-1034@icloud.com
7517,14239,Rent,1,0,2012-07-09 00:00,7517,DW-uweKMgSqi-0869@onet.pl
7518,1087756,Buy,0,1,2012-07-09 00:00,7518,DW-GBiVbEkUHnM-9624@icloud.com
7519,5220,Rent,0,0,2012-07-10 00:00,7519,DW-pIAXqUquSzx-0088@tutanota.com
7520,2006695,Buy,0,1,2012-07-10 00:00,7520,DW-TZqjdqiePNtzl-6704@wp.pl
7521,1926804,Buy,0,1,2012-07-10 06:26,7521,DW-eYaZeJJThmPNh-6951@gmx.com
7522,4549,Rent,0,1,2012-07-10 20:46,7522,DW-JDNuMrCaU-1572@mail.com
7523,3481854,Buy,1,0,2012-07-10 13:17,7523,DW-VweXKhSNG-8498@zoho.com
7524,6406205,Buy,0,1,2012-07-10 00:00,7524,DW-MNliqEWqoV-8746@gmx.com
7525,16646,Rent,1,1,2012-07-10 00:00,7525,DW-spNymWVKlKkjSu-9653@interia.pl
7526,431847,Buy,0,1,2012-07-10 17:58,7526,DW-KzkZzIRyuJcw-3474@zoho.com
7527,7675,Rent,0,1,2012-07-10 00:00,7527,DW-BjgJqkBo-5412@zoho.com
7528,4282505,Buy,0,1,2012-07-11 00:00,7528,DW-hggSrBcAP-6275@outlook.com
7529,8945103,Buy,0,1,2012-07-11 00:00,7529,DW-lRKnoTEsfxayWNXp-4519@op.pl
7530,1342891,Buy,0,1,2012-07-11 00:00,7530,DW-SszDajUGIFaGEu-9487@me.com
7531,14177,Rent,0,1,2012-07-11 00:00,7531,DW-TNwKArDUybiual-4954@outlook.com
7532,29194,Rent,0,1,2012-07-11 00:00,7532,DW-XIrkgqfIs-5545@me.com
7533,12280,Rent,1,1,2012-07-12 06:39,7533,DW-aXsUqQMALYLwCWm-9655@outlook.com
7534,2933,Rent,0,1,2012-07-12 00:00,7534,DW-mWOATykHt-4734@onet.pl
7535,1862127,Buy,0,1,2012-07-12 15:36,7535,DW-IhivHjzMUCnak-8335@hotmail.com
7536,1678212,Buy,1,1,2012-07-12 00:00,7536,DW-PakppkegPaTV-4741@protonmail.com
7537,5243,Rent,0,1,2012-07-12 00:00,7537,DW-gWBXgaFFaAxAfT-5729@tutanota.com
7538,3390031,Buy,0,1,2012-07-12 00:00,7538,DW-xuSVbAXDBlJ-4192@yandex.com
7539,11754,Rent,0,1,2012-07-12 13:28,7539,DW-hIlSTGoeo-6492@tutanota.com
7540,4960009,Buy,0,1,2012-07-12 00:00,7540,DW-uNDXplZJmzKgL-6494@o2.pl
7541,20599,Rent,0,1,2012-07-12 00:00,7541,DW-SdhuEKtSlvZ-8064@gmx.com
7542,1234740,Buy,0,1,2012-07-12 10:27,7542,DW-LZdpBLGySTTAte-0791@wp.pl
7543,1054581,Buy,1,0,2012-07-12 00:00,7543,DW-sUkjLnCVlOW-3015@hotmail.com
7544,5348,Rent,0,1,2012-07-13 08:14,7544,DW-SUBsqAFBJ-2938@o2.pl
7545,1773228,Buy,0,1,2012-07-13 00:00,7545,DW-vtoxnYSJgsfqsFYR-1411@icloud.com
7546,26539,Rent,0,1,2012-07-13 14:07,7546,DW-DDLYLXzSTFegh-1910@icloud.com
7547,6073,Rent,0,1,2012-07-13 00:00,7547,DW-gNCJrPcpXwkz-7696@onet.pl
7548,353749,Buy,0,1,2012-07-13 00:00,7548,DW-iXmqMjGu-4922@interia.pl
7549,3243693,Buy,0,1,2012-07-13 16:41,7549,DW-cdapTXnn-8990@gmx.com
7550,1265220,Buy,1,1,2012-07-13 00:00,7550,DW-NOqkkmJztW-9956@mail.com
7551,19412,Rent,0,1,2012-07-14 00:00,7551,DW-zLqPvaZDXxLnD-5575@aol.com
7552,5987434,Buy,0,1,2012-07-14 16:37,7552,DW-QUsSgBwDcspugbqW-3525@live.com
7553,1811272,Buy,0,1,2012-07-14 00:00,7553,DW-JQpBMhvK-8615@live.com
7554,9553,Rent,1,1,2012-07-14 00:00,7554,DW-BoZsHFSEOgsBQJ-3518@inbox.lv
7555,11945,Rent,0,1,2012-07-14 16:26,7555,DW-nEcWJuTBlKY-7722@hotmail.com
7556,7025,Rent,0,1,2012-07-14 00:00,7556,DW-kZSdCEgtyaPDrX-6184@gmx.com
7557,221133,Buy,0,1,2012-07-14 00:00,7557,DW-VuTwJbQHseQYpk-2911@live.com
7558,1000561,Buy,0,1,2012-07-14 00:00,7558,DW-ibuBcRtUdEH-6153@op.pl
7559,4704118,Buy,0,1,2012-07-14 00:00,7559,DW-WLXmSYSnpngD-5682@interia.pl
7560,11617,Rent,0,1,2012-07-14 12:06,7560,DW-yCslkOWTSQYnlj-8618@interia.pl
7561,3053,Rent,0,0,2012-07-15 10:59,7561,DW-VMfYAqguewN-3962@interia.pl
7562,6015969,Buy,0,1,2012-07-15 00:00,7562,DW-HrgFJxXwvvjVKyC-7508@zoho.com
7563,2947465,Buy,0,1,2012-07-15 00:00,7563,DW-FwVCKapcDiT-1233@live.com
7564,10015,Rent,1,1,2012-07-15 00:00,7564,DW-CEufZewVkhlKqHgw-0946@mail.com
7565,6666956,Buy,1,1,2012-07-16 15:48,7565,DW-ttXSmhDRSacD-5842@yandex.com
7566,8514,Rent,0,1,2012-07-16 07:02,7566,DW-DjoGPPCQ-3743@tutanota.com
7567,627472,Buy,0,1,2012-07-16 00:00,7567,DW-wAXHrcFlaXrBF-2615@hotmail.com
7568,41729,Rent,0,1,2012-07-16 00:00,7568,DW-LwuFNjSUlWVo-6286@yahoo.com
7569,5125931,Buy,0,0,2012-07-16 00:00,7569,DW-VboESzbjdeGqAl-3966@wp.pl
7570,1703481,Buy,0,1,2012-07-17 00:00,7570,DW-GFmIyWmopTWWcIlm-2530@aol.com
7571,134337,Buy,0,0,2012-07-17 19:14,7571,DW-OpQrQyCTd-2235@onet.pl
7572,1350145,Buy,1,1,2012-07-17 16:16,7572,DW-uKKmETAt-7970@o2.pl
7573,9361,Rent,0,0,2012-07-17 00:00,7573,DW-WEKAErmsIzrGyUw-8111@mail.com
7574,438677,Buy,0,1,2012-07-17 00:00,7574,DW-uQQorCGVMXyed-7707@live.com
7575,14491,Rent,0,1,2012-07-17 13:00,7575,DW-KriVxNlANeaO-7308@inbox.lv
7576,1089848,Buy,0,1,2012-07-17 00:00,7576,DW-ykOOkQhev-9523@yahoo.com
7577,1854110,Buy,0,1,2012-07-17 00:00,7577,DW-MUGPQbYsDCcYoiKW-7188@onet.pl
7578,1475136,Buy,0,1,2012-07-17 09:58,7578,DW-rgxoEWdHESIFYZVW-8361@icloud.com
7579,11060,Rent,0,1,2012-07-17 20:25,7579,DW-JdcyUloNhHRpCs-8057@mail.com
7580,13852,Rent,1,1,2012-07-18 00:00,7580,DW-czuXPkuQKLBKxhc-4124@interia.pl
7581,4951,Rent,0,1,2012-07-18 00:00,7581,DW-WpAMbxOfZrdbbob-8913@yandex.com
7582,4420570,Buy,0,1,2012-07-18 08:31,7582,DW-zJAjtstMQEMueJUg-7927@protonmail.com
7583,3138382,Buy,1,0,2012-07-18 00:00,7583,DW-PMGhfNvpL-3237@yahoo.com
7584,4194844,Buy,0,1,2012-07-18 15:10,7584,DW-sYWnNcHhexuLrzu-2633@protonmail.com
7585,12951,Rent,0,0,2012-07-18 00:00,7585,DW-FaRiqsOqRmNcvy-7132@hotmail.com
7586,36319,Rent,0,1,2012-07-18 00:00,7586,DW-XjBhZdQNnUbsFQC-7403@mail.com
7587,27478,Rent,1,1,2012-07-18 00:00,7587,DW-QXbyRQJGZFw-6659@onet.pl
7588,20191,Rent,0,1,2012-07-18 13:49,7588,DW-IsROpRuMQMPfMS-2836@onet.pl
7589,10751,Rent,0,1,2012-07-18 00:00,7589,DW-oZVNyMnv-4042@aol.com
7590,1972247,Buy,1,1,2012-07-19 00:00,7590,DW-hqqEYqzMdIn-1009@wp.pl
7591,3809384,Buy,0,1,2012-07-19 08:39,7591,DW-DplgJZNTVYRRKuWe-6632@aol.com
7592,2169304,Buy,0,1,2012-07-19 00:00,7592,DW-wkfUTbHZOTpMmI-3802@protonmail.com
7593,23852,Rent,0,1,2012-07-19 00:00,7593,DW-uFcVMVDhuObAfK-7036@icloud.com
7594,817883,Buy,1,1,2012-07-19 00:00,7594,DW-RTULXVERk-4555@outlook.com
7595,16877,Rent,0,1,2012-07-19 00:00,7595,DW-hLaKIHVfbXJs-1382@icloud.com
7596,13600,Rent,0,1,2012-07-19 00:00,7596,DW-uEMdmIRZlPkS-6694@inbox.lv
7597,6747766,Buy,0,1,2012-07-19 18:34,7597,DW-kfDTVTpVFQk-4496@live.com
7598,32413,Rent,0,1,2012-07-19 00:00,7598,DW-ataXcvCSnzhu-5322@inbox.lv
7599,9642857,Buy,1,0,2012-07-19 07:25,7599,DW-BlTVOXVSog-6323@onet.pl
7600,13170,Rent,0,0,2012-07-19 19:53,7600,DW-BqejNIAfYUaKjdVX-0268@live.com
7601,7685,Rent,0,0,2012-07-19 11:53,7601,DW-bxecodgIYPm-2256@yahoo.com
7602,1473240,Buy,0,1,2012-07-19 00:00,7602,DW-zfTvLBmbUxl-8192@live.com
7603,6748,Rent,0,1,2012-07-19 00:00,7603,DW-XiwMFnJouygpdGu-9594@mail.com
7604,1023645,Buy,0,1,2012-07-19 00:00,7604,DW-JCIjAoke-2568@onet.pl
7605,369125,Buy,0,1,2012-07-19 00:00,7605,DW-JsRWSMuUTGV-6511@aol.com
7606,1219968,Buy,0,1,2012-07-20 00:00,7606,DW-nBbZpIzpiBde-4212@onet.pl
7607,5230,Rent,0,1,2012-07-20 00:00,7607,DW-cshkpnEc-8430@zoho.com
7608,9294655,Buy,0,0,2012-07-20 00:00,7608,DW-uYpekyxHvUP-4611@hotmail.com
7609,22552,Rent,0,1,2012-07-20 10:43,7609,DW-izkvgXVFQhzlBG-5491@o2.pl
7610,539576,Buy,1,1,2012-07-20 00:00,7610,DW-BLEJgDxFVOiReGKi-0676@op.pl
7611,1321754,Buy,0,1,2012-07-20 00:00,7611,DW-sEmTyWinnMS-0762@gmx.com
7612,37031,Rent,0,0,2012-07-20 22:11,7612,DW-GOZBMjkmqxDVcOkJ-6341@interia.pl
7613,14211,Rent,0,1,2012-07-20 10:18,7613,DW-smXpukntM-3281@mail.com
7614,1217231,Buy,0,1,2012-07-20 15:34,7614,DW-PpqGszQAYGPhAa-9281@yandex.com
7615,27595,Rent,0,1,2012-07-20 00:00,7615,DW-oHNGzcyL-1623@wp.pl
7616,17947,Rent,0,1,2012-07-20 06:46,7616,DW-kKASVpTDJyJqBTY-1112@onet.pl
7617,14388,Rent,0,1,2012-07-20 00:00,7617,DW-kzcjllJyqoK-8509@icloud.com
7618,23748,Rent,0,1,2012-07-20 00:00,7618,DW-tLbsfuEDK-2634@mail.com
7619,9594,Rent,1,1,2012-07-20 00:00,7619,DW-mtSlCLZi-8599@o2.pl
7620,4568760,Buy,0,1,2012-07-21 00:00,7620,DW-fpBmZixjcVq-5790@live.com
7621,15776,Rent,1,1,2012-07-21 13:07,7621,DW-fugCxqiCgazHEk-2137@outlook.com
7622,513362,Buy,0,0,2012-07-21 07:11,7622,DW-CiQfaYuMCpVsK-9187@gmail.com
7623,17106,Rent,0,1,2012-07-22 09:57,7623,DW-lwapaUUBNxKL-4935@inbox.lv
7624,2324792,Buy,0,1,2012-07-22 00:00,7624,DW-vXXJNvEh-4057@yandex.com
7625,29680,Rent,0,1,2012-07-22 00:00,7625,DW-MDSQhzNaOyrDUy-1069@interia.pl
7626,2235,Rent,0,1,2012-07-22 00:00,7626,DW-yTsqedYwYrAnirG-0286@live.com
7627,1109502,Buy,0,1,2012-07-22 00:00,7627,DW-MdrLFzfX-2620@gmail.com
7628,1560218,Buy,1,1,2012-07-22 00:00,7628,DW-uuBMUGKr-3431@icloud.com
7629,7948845,Buy,0,0,2012-07-22 00:00,7629,DW-oPlaStgkzYCDjYiY-4956@onet.pl
7630,1937334,Buy,0,0,2012-07-22 00:00,7630,DW-OkmPXxgLwMSu-4956@outlook.com
7631,9295389,Buy,0,1,2012-07-22 00:00,7631,DW-SbdhFKuFoxNwh-8039@o2.pl
7632,4023,Rent,0,1,2012-07-23 00:00,7632,DW-CjOlYmvezp-5125@interia.pl
7633,9284,Rent,0,1,2012-07-23 12:00,7633,DW-FNEhupeWZz-8489@outlook.com
7634,579554,Buy,0,1,2012-07-23 00:00,7634,DW-PfwjanyqUsDZh-9409@inbox.lv
7635,3022,Rent,0,1,2012-07-23 17:09,7635,DW-gzCQDNGIYexVyydn-8800@hotmail.com
7636,7026,Rent,0,1,2012-07-23 00:00,7636,DW-aPeSuklPcUDU-7387@yandex.com
7637,13349,Rent,0,1,2012-07-23 00:00,7637,DW-lefXNhMIu-8762@me.com
7638,16529,Rent,1,1,2012-07-23 06:26,7638,DW-klbloIpMdHZAOwU-0522@mail.com
7639,3630039,Buy,0,1,2012-07-23 00:00,7639,DW-umBkdoQkAnQJdd-4635@aol.com
7640,21837,Rent,0,1,2012-07-23 12:20,7640,DW-JOYqkFlKe-8910@icloud.com
7641,4062,Rent,0,1,2012-07-23 00:00,7641,DW-XuiwmVRyfaMDs-2668@gmx.com
7642,3749487,Buy,0,1,2012-07-23 00:00,7642,DW-uknOCJOg-9889@interia.pl
7643,948978,Buy,0,1,2012-07-23 00:00,7643,DW-wlVQFSKliz-0475@onet.pl
7644,10470,Rent,0,1,2012-07-23 08:16,7644,DW-IQpPWbXszIj-1527@me.com
7645,49408,Rent,0,1,2012-07-23 00:00,7645,DW-fElXJlQqCI-3325@mail.com
7646,42059,Rent,0,1,2012-07-23 00:00,7646,DW-KzHEfhFK-3370@mail.com
7647,117081,Buy,0,1,2012-07-24 14:58,7647,DW-ERSWymxDBc-8152@live.com
7648,1960077,Buy,0,1,2012-07-24 00:00,7648,DW-IgEtwMYMaZJLxGR-3318@mail.com
7649,4239647,Buy,0,1,2012-07-24 00:00,7649,DW-MXEfaAZDvqtjWW-0224@icloud.com
7650,47553,Rent,1,1,2012-07-24 00:00,7650,DW-LlsJHACT-3733@outlook.com
7651,29789,Rent,0,1,2012-07-24 00:00,7651,DW-FxQELBKZ-7849@o2.pl
7652,1908694,Buy,0,1,2012-07-24 00:00,7652,DW-iwoeSFzdGD-5525@protonmail.com
7653,16048,Rent,0,1,2012-07-24 00:00,7653,DW-nInyylEPobddCr-8658@tutanota.com
7654,23898,Rent,1,0,2012-07-24 00:00,7654,DW-yGVgITDgUJe-9706@interia.pl
7655,1432580,Buy,1,0,2012-07-25 00:00,7655,DW-kejUmFqZsHGuB-1151@yandex.com
7656,979386,Buy,1,1,2012-07-25 00:00,7656,DW-EDdOKaHeYn-8588@wp.pl
7657,342304,Buy,1,0,2012-07-25 09:18,7657,DW-slpWStDbqFGEh-3352@protonmail.com
7658,5163,Rent,0,1,2012-07-25 00:00,7658,DW-wXhRzEUjFoGyOKsS-5583@live.com
7659,235501,Buy,0,1,2012-07-25 00:00,7659,DW-oRGFBjcWLRRdsVNQ-6965@wp.pl
7660,4206786,Buy,0,1,2012-07-25 00:00,7660,DW-QqYDFOAyycojkC-4411@aol.com
7661,6960,Rent,0,1,2012-07-25 00:00,7661,DW-SWLxbLQXHej-2446@op.pl
7662,9332479,Buy,1,1,2012-07-25 00:00,7662,DW-kXHdxwzwThuQ-2451@live.com
7663,26869,Rent,0,1,2012-07-25 00:00,7663,DW-twUkyMzDqSX-1853@gmail.com
7664,26495,Rent,1,1,2012-07-26 00:00,7664,DW-kslwKcxuIr-4217@outlook.com
7665,764562,Buy,0,1,2012-07-26 00:00,7665,DW-xnpNNoyv-3775@mail.com
7666,18056,Rent,0,1,2012-07-26 12:54,7666,DW-AZFvXxgRlprJCGTW-0455@me.com
7667,2045204,Buy,0,1,2012-07-26 16:07,7667,DW-HrgFJxXwvvjVKyC-7508@zoho.com
7668,3166469,Buy,0,0,2012-07-26 10:42,7668,DW-ivOaiLAkORnG-2985@yahoo.com
7669,2792122,Buy,0,1,2012-07-26 00:00,7669,DW-ONffACCvDv-3799@interia.pl
7670,10085,Rent,1,1,2012-07-26 00:00,7670,DW-pcsHMoMaazfbz-9512@yahoo.com
7671,3321820,Buy,0,1,2012-07-26 00:00,7671,DW-ifZYssQTk-3067@protonmail.com
7672,749644,Buy,0,1,2012-07-26 00:00,7672,DW-vddNpgngUVcQWtm-0581@protonmail.com
7673,11484,Rent,0,1,2012-07-26 00:00,7673,DW-oiuzsUAmJBeoM-5163@interia.pl
7674,704328,Buy,0,1,2012-07-26 00:00,7674,DW-XGtKPZcEQcr-9245@op.pl
7675,4176912,Buy,0,1,2012-07-26 00:00,7675,DW-orACCJmCCJIvIgB-8310@icloud.com
7676,7370215,Buy,0,1,2012-07-26 00:00,7676,DW-dIcXWtrq-1421@aol.com
7677,41590,Rent,1,1,2012-07-27 00:00,7677,DW-WhcmTYAgXSEIcKa-2057@op.pl
7678,8190037,Buy,1,0,2012-07-27 07:55,7678,DW-wDqykEvszrkXKWX-3435@wp.pl
